"","BOPE-CAPITAO","BOPE-CAVEIRA","G.E.O.-JACKAL","G.E.O.-MIRA","GIGN-DOC","GIGN-MONTAGNE","GIGN-RESERVE","GIGN-ROOK","GIGN-TWITCH","GSG9-BANDIT","GSG9-BLITZ","GSG9-IQ","GSG9-JAGER","GSG9-RESERVE","JTF2-BUCK","JTF2-FROST","NAVYSEAL-BLACKBEARD","NAVYSEAL-VALKYRIE","SAS-MUTE","SAS-RESERVE","SAS-SLEDGE","SAS-SMOKE","SAS-THATCHER","SAT-ECHO","SAT-HIBANA","SPETSNAZ-FUZE","SPETSNAZ-GLAZ","SPETSNAZ-KAPKAN","SPETSNAZ-RESERVE","SPETSNAZ-TACHANKA","SWAT-ASH","SWAT-CASTLE","SWAT-PULSE","SWAT-RESERVE","SWAT-THERMITE"
"BANK",0.469026548672566,0.53866474543708,0.4900390625,0.536978508217446,0.521590423257802,0.472894578915783,0.411214953271028,0.564232673267327,0.48756382803492,0.541721047594188,0.479820627802691,0.473142570281124,0.546414740053984,0.462962962962963,0.475649630012046,0.562986183675839,0.477093937991671,0.540178571428571,0.532105525136884,0.462927756653992,0.483894971829489,0.53202479338843,0.458083252662149,0.517959770114943,0.484583761562179,0.485016397150288,0.480931613621602,0.526792452830189,0.448660714285714,0.527566539923954,0.483212514307516,0.543656077610805,0.51833269008105,0.455426356589147,0.468795780837972
"BARTLETT_U.",0.447478474784748,0.551554568527919,0.470914387745513,0.542316784869976,0.54170755642787,0.456237077877326,0.452436194895592,0.575053385253109,0.48296738779464,0.559314264759809,0.446280991735537,0.472761724301279,0.552841179267713,0.478233438485804,0.463464566929134,0.569393021429373,0.47108097327483,0.55641469121986,0.544717539570197,0.465603190428714,0.473912633267289,0.537776788694781,0.455624001825234,0.55590427618674,0.471527134177737,0.473435764531655,0.467812835791736,0.527584146584346,0.412048192771084,0.52995867768595,0.474816965412775,0.530787946846341,0.534018713180085,0.493307839388145,0.473344103392569
"BORDER",0.484048117154812,0.517017828200972,0.514004376367615,0.516885448221699,0.501168565585744,0.48278160408798,0.454545454545455,0.548160449667859,0.51320567844173,0.520354257302672,0.482776349614396,0.50891829689298,0.517674100764118,0.491584445734185,0.5,0.53172464478197,0.519338303821062,0.51611090295991,0.515557006092254,0.436575052854123,0.50391481365487,0.502859027930504,0.495222366403209,0.524947589098532,0.503982815716459,0.492743398508365,0.503035162066201,0.505173463177115,0.417233560090703,0.459163346613546,0.509095702610071,0.491632653061225,0.502874223959531,0.476190476190476,0.503453910718265
"CHALET",0.531796966161027,0.475803664016592,0.538177925784967,0.465664049541081,0.467965751402421,0.514115898959881,0.460850111856823,0.50464626440342,0.550730619995047,0.468547077922078,0.517640573318633,0.554415422885572,0.479251864325235,0.439590443686007,0.534146785649244,0.509415741187832,0.529690618762475,0.477926885701064,0.466189729517836,0.420725388601036,0.538497930218805,0.467659376454165,0.555603079555175,0.477354709418838,0.551703926986519,0.536321176587499,0.547645125958379,0.458797327394209,0.421195652173913,0.412435233160622,0.545177521082843,0.451886221504943,0.454511512134412,0.457925636007828,0.553654143077715
"CLUB_HOUSE",0.509081051775549,0.498389483764255,0.522035438437074,0.489324793167868,0.478818283166109,0.493173258003766,0.47008547008547,0.506961799357372,0.52770835128846,0.495234577022534,0.513544018058691,0.525656689065363,0.503727971079982,0.457823567289118,0.519064565327911,0.514754098360656,0.522838709677419,0.505141269106068,0.49026654687032,0.48607367475292,0.522741832158872,0.487860394537178,0.514958863126402,0.500906782734857,0.522088353413655,0.522202335293616,0.526300207243659,0.483109483109483,0.480676328502415,0.450485436893204,0.527610208816705,0.467630057803468,0.49003984063745,0.486388384754991,0.519187986651835
"COASTLINE",0.510844003135615,0.510249684251433,0.528746982664033,0.489071515999301,0.496804850073734,0.504309219117263,0.462829736211031,0.523739309938071,0.532735254819622,0.499742241468193,0.524899828277046,0.513169845594914,0.505695855064507,0.459162663006177,0.495573518090839,0.519833266101923,0.510518590998043,0.495775682625199,0.493628808864266,0.446859903381642,0.522371364653244,0.497657213316893,0.511719713792253,0.506151142355009,0.51629245826137,0.519953547297297,0.518760958503799,0.482181296340588,0.48578811369509,0.481045751633987,0.520436771432787,0.479373127448721,0.493018842347838,0.496688741721854,0.512469169635517
"CONSULATE",0.488126649076517,0.53483929906154,0.493127909554423,0.522716460513796,0.511039234988047,0.481637717121588,0.432432432432432,0.551557009572277,0.500997838017628,0.520927476109341,0.461454940282302,0.4927877539005,0.530570612577957,0.473518284993695,0.482803016369321,0.543295211763227,0.496455696202532,0.530370091345701,0.519560669456067,0.465009208103131,0.496446813235621,0.518514192267258,0.49005099490051,0.515613382899628,0.492980871849602,0.500912170966901,0.493460290886261,0.513276064037485,0.464601769911504,0.503853564547206,0.497172478793591,0.502766798418972,0.512205850010996,0.491862567811935,0.498947797162447
"FAVELAS",0.535610465116279,0.474594692509736,0.560029105020616,0.461417871450967,0.463022508038585,0.522093634928985,0.473282442748092,0.490939637585503,0.561645084807587,0.474429416737109,0.533039647577093,0.539105339105339,0.471224846400992,0.47853463079565,0.558024320672572,0.496234408096023,0.545842217484009,0.466046055854973,0.474309069676917,0.466911764705882,0.550131127698205,0.452655649100925,0.540131578947368,0.4473582722715,0.547040792265975,0.542364580272309,0.548704061895551,0.459229701596114,0.425389755011136,0.422374429223744,0.554881552902113,0.437230326689953,0.459442332065906,0.457413249211356,0.552997458513978
"HEREFORD_BASE",0.491615427613192,0.519817073170732,0.496905089408528,0.529490944689183,0.521014289717008,0.480260102183,0.392789373814042,0.540215792054929,0.50315364561433,0.523422953749907,0.504707112970711,0.492780337941628,0.523179604353316,0.489041953663118,0.485744089012517,0.54703557312253,0.488872218054514,0.520510321608931,0.521559301002999,0.434995112414467,0.505013077593723,0.512008616047388,0.495234929078014,0.514679231605654,0.495556287030941,0.490326481257557,0.4951733014618,0.511736214605067,0.44811320754717,0.472868217054264,0.501212717141921,0.510340505535826,0.509088762983947,0.453887884267631,0.4992141051049
"HOUSE",0.553776354416867,0.467294962414451,0.551278488048916,0.472427400586866,0.456486704270749,0.533315635784444,0.475845410628019,0.477929465301479,0.555763983628922,0.466970387243736,0.515577275503971,0.534232715008432,0.474021703387044,0.456016889514426,0.547516198704104,0.488269794721408,0.542190305206463,0.46441507586882,0.462652747430606,0.448660714285714,0.539352428393524,0.462263129399025,0.554229582724468,0.462285287528006,0.551639789816996,0.545242101327351,0.552051478083588,0.440485996705107,0.496042216358839,0.423180592991914,0.550175685172171,0.455230914231857,0.44675701839303,0.45010183299389,0.558631623879505
