"","BANK","BARTLETT_U.","BORDER","CHALET","CLUB_HOUSE","COASTLINE","CONSULATE","FAVELAS","HEREFORD_BASE","HOUSE","KAFE_DOSTOYEVSKY","KANAL","OREGON","PLANE","SKYSCRAPER","YACHT"
"Attacker",0.50936335748534,0.510011330317681,0.508291773101407,0.50697537848948,0.508106616378815,0.507923876439933,0.509129474708941,0.507578490191027,0.508436255380778,0.506889791946885,0.508819009245029,0.50899675028415,0.50800868037615,0.508294168699952,0.508531908304814,0.509347035029907
"Defender",0.510286864695361,0.51084808125038,0.510257585627317,0.510613682523631,0.510410024231603,0.510898750502125,0.510688140556369,0.510920110768588,0.509964758779925,0.50991602792966,0.511091028590207,0.5108717932546,0.509793562121718,0.509689679809668,0.510517093777753,0.511102116809002
