"","BANK","BARTLETT_U.","BORDER","CHALET","CLUB_HOUSE","COASTLINE","CONSULATE","FAVELAS","HEREFORD_BASE","HOUSE","KAFE_DOSTOYEVSKY","KANAL","OREGON","PLANE","SKYSCRAPER","YACHT"
"Attacker",0.508720504177048,0.508576860724683,0.50762534180505,0.505903850528741,0.507217373439153,0.506237513024692,0.506885207961383,0.506264105086511,0.506874648227064,0.505609536566524,0.507956710372541,0.508658987738486,0.506898210655369,0.506877237173538,0.507488721327593,0.507062635162839
"Defender",0.511466760722762,0.511253200760695,0.510974406315655,0.510993026715162,0.510948963508789,0.511395010034944,0.51053151613055,0.511209464635288,0.51004342898866,0.50938069899323,0.51217160175686,0.511544733380074,0.51047325918499,0.50942104502476,0.511607121288982,0.511543373612339
