"","BOPE-CAPITAO","BOPE-CAVEIRA","G.E.O.-JACKAL","G.E.O.-MIRA","GIGN-DOC","GIGN-MONTAGNE","GIGN-RESERVE","GIGN-ROOK","GIGN-TWITCH","GSG9-BANDIT","GSG9-BLITZ","GSG9-IQ","GSG9-JAGER","GSG9-RESERVE","JTF2-BUCK","JTF2-FROST","NAVYSEAL-BLACKBEARD","NAVYSEAL-VALKYRIE","SAS-MUTE","SAS-RESERVE","SAS-SLEDGE","SAS-SMOKE","SAS-THATCHER","SAT-ECHO","SAT-HIBANA","SPETSNAZ-FUZE","SPETSNAZ-GLAZ","SPETSNAZ-KAPKAN","SPETSNAZ-RESERVE","SPETSNAZ-TACHANKA","SWAT-ASH","SWAT-CASTLE","SWAT-PULSE","SWAT-RESERVE","SWAT-THERMITE"
"BANK",0.502140518761017,0.531734256511705,0.499681257968551,0.522649279341112,0.513899673862401,0.476075105996366,0.495983935742972,0.552391333969206,0.506202870347847,0.530041352468986,0.488004083716182,0.506277222649244,0.531102115285934,0.483610961848469,0.476723204619271,0.541388922554842,0.477178423236515,0.538063909774436,0.524444444444444,0.457962413452028,0.492288291783878,0.527348459936424,0.460916442048518,0.53904130238167,0.490806451612903,0.491394148020654,0.49655707496848,0.533584002734575,0.487179487179487,0.493942218080149,0.496813407293757,0.516621367342672,0.51709951144253,0.476014760147601,0.477423496683073
"BARTLETT_U.",0.479752262982373,0.534656535897038,0.48992700729927,0.540812841530055,0.530797366495977,0.449086161879896,0.436,0.568058778035576,0.484641638225256,0.537980488618361,0.469323779668607,0.478961504028648,0.546112215595317,0.481310803891449,0.477542436532973,0.572552148637866,0.481257999634302,0.545463210064811,0.532017145083777,0.470070422535211,0.48628490925665,0.525010508617066,0.465935070873342,0.541500765696784,0.487131667288325,0.47030314549083,0.48086099035097,0.523458091723774,0.472602739726027,0.505164319248826,0.482504914349902,0.520976831559173,0.536572228805343,0.486486486486487,0.469474550692825
"BORDER",0.507616974972797,0.514974433893353,0.511778846153846,0.523029330889093,0.49850228598455,0.483360484058646,0.46615087040619,0.540253371475276,0.514541387024608,0.522617763394462,0.48308934881373,0.500932090545939,0.519627291854524,0.484154929577465,0.494419456938198,0.531004709576138,0.501232354918216,0.522581841788,0.505269607843137,0.502830188679245,0.50949965184522,0.492866549604917,0.494344023323615,0.515067544163492,0.506255144032922,0.495690561278116,0.497182544882715,0.513013821576019,0.483173076923077,0.486434108527132,0.508848202804482,0.50362483008609,0.510353227771011,0.491289198606272,0.497686093026904
"CHALET",0.528851873884593,0.475170222423967,0.545914293319138,0.452154448796866,0.451648351648352,0.530333670374115,0.436754176610979,0.500806234883096,0.557325099536849,0.466082743197913,0.521276595744681,0.538394160583942,0.472852912142152,0.460932768019382,0.528162677703797,0.495146958304853,0.542177914110429,0.474865661293118,0.466305028166076,0.425963488843813,0.546579006017384,0.465435762171667,0.560457516339869,0.469052224371373,0.550762797181135,0.538377192982456,0.553609831029186,0.451830443159923,0.446261682242991,0.420152091254753,0.552648662685017,0.465573770491803,0.465542885473475,0.468045112781955,0.561995405316705
"CLUB_HOUSE",0.521409049498937,0.49076031994116,0.535258912308093,0.481309136032263,0.481033452807646,0.50494810523775,0.451541850220264,0.509969628944936,0.538184057715995,0.491818310057836,0.516407599309154,0.520384391380314,0.494996588583125,0.477644492911668,0.532711924023918,0.520491256174076,0.538157569770314,0.49045549045549,0.480922520990541,0.451035781544256,0.530552763819095,0.479298170536001,0.527249022164276,0.49354422207876,0.530475316053394,0.527306633513898,0.529093662124162,0.476154853188704,0.504545454545455,0.440336134453782,0.533126817549627,0.478260869565217,0.480560382276282,0.469184890656064,0.523813100961538
"COASTLINE",0.507855822550832,0.510068782630314,0.514902897497144,0.498132427843803,0.493377483443709,0.482215325853426,0.425581395348837,0.520822065981612,0.526669397787792,0.501872347507697,0.488147073052733,0.517233348858873,0.507716316975897,0.477808219178082,0.514353687549564,0.517898651789865,0.52673424766448,0.507907247501698,0.50224382946896,0.451807228915663,0.512902635431918,0.486864053377815,0.505998737107977,0.53002771789344,0.518478062989259,0.515981316970418,0.517078561382359,0.480941507114,0.457556935817805,0.465271170313987,0.525951962507323,0.484270134228188,0.494819223985891,0.517578125,0.516192105584749
"CONSULATE",0.501110053916905,0.52930174563591,0.504594180704441,0.512910798122066,0.515497029066966,0.451843698403963,0.476772616136919,0.537539174274424,0.502283105022831,0.508981175456244,0.478132387706856,0.493436754176611,0.524743725698127,0.47853463079565,0.489872468117029,0.554525325214503,0.491664593182384,0.530543530543531,0.510940409683426,0.460554371002132,0.493455922120065,0.516244239631336,0.505545652604476,0.545865633074935,0.499921272240592,0.503799903799904,0.489164086687306,0.515112182458743,0.515384615384615,0.459143968871595,0.49828534454869,0.509995456610632,0.51875571820677,0.446183953033268,0.499631974090976
"FAVELAS",0.551707317073171,0.460735402808574,0.560259705126471,0.448795180722892,0.455325443786982,0.534164859002169,0.434125269978402,0.487090111025045,0.568779685787358,0.461242922620652,0.531691985332635,0.537275064267352,0.466618728911997,0.468176914778857,0.548832271762208,0.479712378017463,0.559326171875,0.455382570723372,0.471573713791613,0.481818181818182,0.556238766436477,0.457684971388415,0.550471631704913,0.475201072386059,0.564561806352851,0.549240949785909,0.548998239584207,0.450706566916043,0.394557823129252,0.40938864628821,0.562458491819115,0.452881355932203,0.452608829885767,0.461811722912966,0.559346701164295
"HEREFORD_BASE",0.498828353837141,0.50914876690533,0.514137187777355,0.524482988659106,0.503935815924917,0.476960034942127,0.413419913419913,0.537861768204044,0.514101257220523,0.518398735086963,0.481730769230769,0.500296912114014,0.516318040663268,0.455429497568882,0.500611995104039,0.53861409239384,0.52311854402361,0.512763694380429,0.506698455949137,0.436758893280632,0.50987857583865,0.492361184279844,0.50205031585947,0.520189274447949,0.514633394947628,0.492232389870185,0.499893752656184,0.508569429870584,0.451327433628319,0.494027303754266,0.510170665659047,0.495311767463666,0.50011379153391,0.5,0.504974221189456
"HOUSE",0.543591312327929,0.466930140648611,0.54184955350386,0.473908197385753,0.46914635884281,0.519529006318208,0.474056603773585,0.498563756712876,0.552810324333503,0.475820933812211,0.523406655386351,0.542168674698795,0.474144012154756,0.445326817348809,0.536419088625762,0.501021659174499,0.537141615986099,0.473659231134314,0.464681499027155,0.460606060606061,0.544722189314062,0.460219255399978,0.544906378927325,0.487571701720841,0.544607637431809,0.541923115729997,0.54346492125179,0.464292373671453,0.420537897310513,0.428308823529412,0.548369926813041,0.443864774624374,0.456511681702521,0.490683229813665,0.554677702533233
"KAFE_DOSTOYEVSKY",0.505532333415294,0.505838198498749,0.514872364039956,0.485769344796917,0.492328725505089,0.490185815231615,0.454976303317536,0.523671751709627,0.525364667747164,0.509477725345917,0.5029296875,0.510718789407314,0.506797669370502,0.495637949836423,0.515724269377382,0.520541382201461,0.525631067961165,0.506809078771696,0.50234436051055,0.461835748792271,0.516564191979444,0.488103034271993,0.4971932638332,0.520227560050569,0.518792845323458,0.524987120041216,0.512873890654103,0.49034749034749,0.493887530562347,0.467244701348748,0.520475093068605,0.479301423027167,0.485910572892408,0.48659793814433,0.510586033454205
"KANAL",0.499119201409278,0.508193299238075,0.517124576590139,0.505731252589421,0.508366420873511,0.473204104903079,0.445098039215686,0.536715961244263,0.514719606345974,0.513453071493466,0.490033222591362,0.507983441750444,0.511535747244992,0.46321365509123,0.500283822138127,0.535901033031501,0.499250053567602,0.512822939339453,0.505614075703206,0.456647398843931,0.510808376491781,0.500174195796075,0.496160515234085,0.525031685678073,0.514943527367506,0.513859882285931,0.510060587927294,0.503080826386372,0.437799043062201,0.475143403441683,0.516559659271502,0.485294117647059,0.50273939971415,0.499051233396584,0.502273492758505
"OREGON",0.487204968944099,0.509049583298257,0.508610922275096,0.517019319227231,0.502419228968316,0.48659793814433,0.43142144638404,0.536155913978495,0.523737333439719,0.511840601012576,0.504941599281222,0.495710455764075,0.520489683315133,0.472038484666266,0.503737180601425,0.534072301297393,0.503170785042642,0.512287693329538,0.508275389286064,0.454644808743169,0.510829996359665,0.514988546957474,0.490862407491315,0.522763451130213,0.507156281624982,0.500206100577082,0.504204666587706,0.485028891612677,0.434466019417476,0.485581395348837,0.515365180092837,0.495998358300841,0.5029778626812,0.479041916167665,0.497836774827925
"PLANE",0.490935251798561,0.520160586489789,0.508633448445979,0.515907928388747,0.517993456924755,0.484607745779543,0.485057471264368,0.541801114696392,0.50701724721001,0.513230519480519,0.493846153846154,0.487852283770651,0.518982720856656,0.469300911854103,0.492436305732484,0.542129749289222,0.499324324324324,0.521362164420767,0.517100684027361,0.457818930041152,0.503662031631462,0.502912250549031,0.480958824666538,0.528422273781903,0.507158006362672,0.488793103448276,0.506519558676028,0.50944359367024,0.443645083932854,0.493120926864591,0.508680112330865,0.502416520210896,0.501379310344828,0.496124031007752,0.491624421423848
"SKYSCRAPER",0.522942289498581,0.514363143631436,0.509763142692085,0.501121269622218,0.494868505452213,0.482389338410281,0.447761194029851,0.538637337523211,0.521136967549722,0.513535820402773,0.514219114219114,0.514150943396226,0.509880221316958,0.463751438434983,0.501777552056882,0.540226100318297,0.499595632834614,0.518833873206849,0.508048780487805,0.475538160469667,0.502709537572254,0.496670135275754,0.495246478873239,0.505508341202392,0.512717419805961,0.505088227056297,0.511150308680862,0.488272157564906,0.428211586901763,0.445873526259378,0.51984968785987,0.479763912310287,0.493934514224369,0.499051233396584,0.505839494267652
"YACHT",0.516683022571148,0.500427250835081,0.531709844559585,0.495979820274318,0.489128782119507,0.490573855396727,0.478515625,0.520159151193634,0.533267432134438,0.503163833193566,0.500208420175073,0.517580526186378,0.500788045064503,0.475842696629213,0.521814458969917,0.518366415697011,0.518569463548831,0.501663656241088,0.494052625255317,0.456541628545288,0.516734190593623,0.484737228574426,0.500473783954517,0.51118925831202,0.527990483978886,0.514251497005988,0.52780269058296,0.49805183804845,0.488943488943489,0.460727969348659,0.527428638552802,0.479284582295676,0.483276450511945,0.450909090909091,0.522289436947417
