"","BANK","BARTLETT_U.","BORDER","CHALET","CLUB_HOUSE","COASTLINE","CONSULATE","FAVELAS","HEREFORD_BASE","HOUSE","KAFE_DOSTOYEVSKY","KANAL","OREGON","PLANE","SKYSCRAPER","YACHT"
"Attacker",0.50871652896137,0.509074041350062,0.507497861212894,0.506271516240084,0.50672631661565,0.50672983948946,0.507958528037383,0.506533873262559,0.507160273081925,0.505782315265175,0.506929930700693,0.507187115675354,0.507446057277364,0.506312025984439,0.506544779451508,0.506848316472408
"Defender",0.511854886620528,0.51111446123695,0.510927101067946,0.510828192676204,0.510538332825032,0.510658596941057,0.510930024950214,0.511463706263801,0.509970336818185,0.510218594690695,0.511092327076123,0.5105204787946,0.510690840887777,0.508879714400006,0.510505381555766,0.511329897824627
