"","416-C_CARBINE","552_COMMANDO","556XI","6P41","9mm_C1","9x19VSN","AK-12","AR33","AUG_A2","C7E","C8-SFW","CAMRS","F2","FMG-9","G36C","G8A1","HK417","ITA12L","L85A2","M1014","M12","M249","M590A1","M870","MK17_CQB","MP5","MP5K","MP5SD","MP7","MPX","OTs-03","P90","PARA-308","PDW9","R4-C","SASG-12","SG-CQB","Shield","SPAS-12","SPAS-15","SR-25","SUPER_90","SuperNova","TYPE-89","UMP45","VECTOR_.45_ACP"
"BANK",0.541526405827493,0.514687629292511,0.48397976391231,0.465505226480836,0.561209256033839,0.534627405823326,0.494187454589489,0.465417867435159,0.485421166306695,0.494472956968022,0.471316353249226,0.462396894711305,0.498114393463231,0.526410925888733,0.476201320883626,0.494780793319415,0.451845184518452,0.504545454545455,0.486613687215493,0.503675183759188,0.543666588620932,0.508620689655172,0.514868603042877,0.47045101088647,0.477694235588972,0.554895455597562,0.536221506146318,0.546739626082991,0.53068561157237,0.536916962978456,0.473764153548743,0.524525316455696,0.484769775678867,0.480978260869565,0.49582039646525,0.505164319248826,0.487738419618529,0.458317803453845,0.520949720670391,0.524469820554649,0.465266558966074,0.541912632821724,0.472677595628415,0.487936738481401,0.523321764158131,0.527474087746699
"BARTLETT_U.",0.54660943210163,0.484952380952381,0.472700800776511,0.476250791640279,0.566812972445745,0.530160976472669,0.475042855702329,0.474603819585534,0.490073145245559,0.479426123343629,0.471196454948301,0.465570400822199,0.494353017102291,0.531160896130346,0.484293785310734,0.477842003853565,0.454870420017873,0.494163424124514,0.479082833497836,0.522200772200772,0.547683602499116,0.422391857506361,0.514528462192014,0.495588235294118,0.481364497789008,0.55137261197624,0.534141904184354,0.536699635606455,0.550055617352614,0.555452971725332,0.466437947494033,0.523956723338485,0.483538083538084,0.487814952498967,0.487139194442147,0.457879088206145,0.448954489544895,0.457989176872686,0.536454336147352,0.531525851197982,0.461538461538462,0.573829531812725,0.519877675840979,0.484956806672624,0.530234097113078,0.535172613029034
"BORDER",0.512951167728238,0.505780346820809,0.507221039829735,0.509421265141319,0.533519553072626,0.495261495261495,0.512307519388558,0.500503524672709,0.492990654205608,0.51135831381733,0.498627630375114,0.487579433853264,0.52607425949103,0.500913334686422,0.512372634643377,0.494929006085193,0.461462450592885,0.432234432234432,0.509212969575775,0.49449481865285,0.512060647829083,0.492877492877493,0.506563446650959,0.495313626532084,0.514,0.519936735203529,0.51169853768279,0.516995614035088,0.519201596806387,0.519529159978598,0.498362550568291,0.477552642034168,0.512396694214876,0.51219512195122,0.515870216892964,0.457328385899814,0.472819216182048,0.489767699115044,0.507971014492754,0.507550731477112,0.478031634446397,0.50726392251816,0.474885844748858,0.51330258957077,0.497637222828062,0.504819830158366
"CHALET",0.475208879673111,0.547632008709853,0.559421243012167,0.530013642564802,0.498514316585629,0.451581413510348,0.536771402550091,0.55000967305088,0.522147651006711,0.549617330393047,0.53981642272389,0.53325817361894,0.565051668643063,0.45349078102341,0.56135556162886,0.503703703703704,0.500451671183379,0.412955465587045,0.555702180858453,0.459668508287293,0.46693657219973,0.52258064516129,0.460356138706654,0.458860759493671,0.530612244897959,0.488030095759234,0.465244462590589,0.481543624161074,0.463338754153998,0.482118510749869,0.535792709705753,0.447336804164998,0.556669705256761,0.538975501113586,0.54582981517966,0.440126050420168,0.456603773584906,0.519055118110236,0.454545454545455,0.469882352941176,0.508650519031142,0.492,0.473354231974922,0.561916086291829,0.461964168464497,0.460679128414998
"CLUB_HOUSE",0.502453883905906,0.540832049306626,0.522796568106077,0.51508120649652,0.518587857715967,0.480710016301395,0.518799155956263,0.515649867374005,0.506553079947575,0.525723661080511,0.51513729171556,0.518225039619651,0.531264017224365,0.490623726049735,0.536231884057971,0.509933774834437,0.490925589836661,0.448888888888889,0.518306295579699,0.477728983688833,0.503666485605649,0.459627329192547,0.491221847845363,0.453697056712132,0.518873085339169,0.503774612810335,0.497419811798037,0.482740855229263,0.500420714449629,0.50465290405391,0.514230892228973,0.476941747572816,0.520902255639098,0.528594334580438,0.526594820093864,0.450879007238883,0.453727506426735,0.509278977791299,0.493162393162393,0.481279620853081,0.524617996604414,0.524663677130045,0.46839546191248,0.531979770935594,0.484761656681427,0.5
"COASTLINE",0.492639060120386,0.51077694235589,0.522692993281229,0.49765625,0.50959455277004,0.475494411006019,0.53716997201606,0.512945774303859,0.534068786502271,0.534363613519286,0.506510762689344,0.513140604467806,0.532927559369387,0.482507288629738,0.537010159651669,0.501259445843829,0.499399759903962,0.485294117647059,0.52563729766405,0.471624266144814,0.49843798812871,0.533557046979866,0.485270379338176,0.476666666666667,0.529691211401425,0.505996924654024,0.496762124046625,0.47417548226509,0.501999555654299,0.498119757014753,0.528724247226624,0.478604651162791,0.527294906983837,0.538894575230297,0.528706171826943,0.420871559633028,0.496923076923077,0.495152236774962,0.45643153526971,0.510530525193282,0.51195219123506,0.53416149068323,0.519626168224299,0.525669512337738,0.484161003659174,0.485532208060627
"CONSULATE",0.523217396527903,0.494228751311647,0.501578192252511,0.483970406905055,0.547108603667137,0.516134946828016,0.494678714859438,0.5,0.474891506509609,0.503202416918429,0.486139630390144,0.487948265726043,0.507773363275177,0.524557956777996,0.505346232179226,0.491379310344828,0.468085106382979,0.493087557603687,0.491401021803267,0.513631773813531,0.527246900826446,0.447653429602888,0.507604562737643,0.486068111455108,0.487991266375546,0.5272771752426,0.5189752312108,0.519012345679012,0.517233125897559,0.526004324570388,0.485405405405405,0.5,0.494393139841689,0.510583376355188,0.500985637848493,0.458762886597938,0.484764542936288,0.483896557194987,0.52834839769926,0.522276650338232,0.467771639042357,0.549363057324841,0.526041666666667,0.495516074450085,0.517912155620104,0.519285274183611
"FAVELAS",0.473092230489704,0.562783661119516,0.551897146440891,0.525031289111389,0.489939105109876,0.456770558196866,0.548373557187828,0.544394618834081,0.523502897617514,0.560101279317697,0.54647947245267,0.541193181818182,0.559586964759379,0.457972183027615,0.546009389671361,0.531914893617021,0.538676607642125,0.469594594594595,0.546436285097192,0.452978056426332,0.472187193498669,0.523114355231144,0.473941616995262,0.453481207640173,0.543616726668513,0.479010738691832,0.472202884137245,0.48015873015873,0.475365170665254,0.474207937778794,0.542684268426843,0.468008048289738,0.541761291950543,0.526396719630958,0.563447862222603,0.414718614718615,0.438524590163934,0.534620819594913,0.465842550422902,0.471163012392755,0.529215358931553,0.491967871485944,0.478518518518519,0.553414923016186,0.457017543859649,0.450697292863002
"HEREFORD_BASE",0.529499940040772,0.48688767936665,0.493442509194365,0.479237576582709,0.548585931834663,0.518113342898135,0.488448844884488,0.48547513540128,0.477272727272727,0.492204066358987,0.485212791536427,0.505398457583548,0.51592082616179,0.497431682761455,0.487792848335388,0.487640449438202,0.490439770554493,0.498220640569395,0.501112626516402,0.498602918348339,0.526074323291023,0.498644986449864,0.515416401780038,0.479066575154427,0.484691088026244,0.533415536374846,0.520107794361526,0.508457201435161,0.527354189592831,0.521608456834905,0.489370629370629,0.491771159874608,0.480538922155689,0.504531722054381,0.502487562189055,0.483743842364532,0.498839907192575,0.478837109876015,0.519508670520231,0.519553072625698,0.5,0.517203107658158,0.481379310344828,0.496733067729084,0.515452835259339,0.525517403574788
"HOUSE",0.474901108696863,0.546838407494145,0.554026887799975,0.555093555093555,0.490697674418605,0.44621141253508,0.539684244442058,0.542397930907076,0.517316017316017,0.544319600499376,0.53828185829224,0.55891942244993,0.561440101568876,0.461395923409512,0.55272633744856,0.559556786703601,0.540913006029285,0.439024390243902,0.553213332420779,0.449206884913939,0.463912394225983,0.538904899135447,0.456467661691542,0.471569370735406,0.540975840833728,0.480303605313093,0.473528416779432,0.456623376623377,0.466746512610962,0.474301675977654,0.546512685277803,0.459203036053131,0.553065670712729,0.557819053325345,0.550480993742412,0.440871369294606,0.439506172839506,0.518932443703086,0.475903614457831,0.465343312723723,0.530373831775701,0.434838709677419,0.458961474036851,0.548725911042104,0.459473871311767,0.466428935303107
