"","BANK","BARTLETT_U.","BORDER","CHALET","CLUB_HOUSE","COASTLINE","CONSULATE","FAVELAS","HEREFORD_BASE","HOUSE","KAFE_DOSTOYEVSKY","KANAL","OREGON","PLANE","SKYSCRAPER","YACHT"
"Attacker",0.507074438383231,0.507009033865872,0.505901736094034,0.504710434916695,0.505820334719318,0.505589922031059,0.506756699439274,0.504774521989595,0.505862701969669,0.504059883278356,0.506047265228634,0.506276998387188,0.50562724842404,0.505342713501137,0.505021938152993,0.506242759685931
"Defender",0.511812765567905,0.512045066524267,0.511492190303806,0.511141258266915,0.511727061170213,0.51195589512914,0.51185358452396,0.511617280044993,0.510078938336575,0.509819600035901,0.511839547623255,0.511742119133828,0.511165964185083,0.509785725695422,0.511514837331323,0.511713727917718
