"","BANK","BARTLETT_U.","BORDER","CHALET","CLUB_HOUSE","COASTLINE","CONSULATE","FAVELAS","HEREFORD_BASE","HOUSE","KAFE_DOSTOYEVSKY","KANAL","OREGON","PLANE","SKYSCRAPER","YACHT"
"Attacker",0.507870130304602,0.508648125086481,0.508087712494344,0.506349862665761,0.507143868703876,0.506474917634305,0.507863120118912,0.506752444978704,0.506921368840454,0.50622315622634,0.507540832976886,0.508104491927749,0.506826892052475,0.506880092107683,0.506840761169774,0.508038123213972
"Defender",0.510878330062227,0.511800515803994,0.51155360842678,0.511079192138591,0.511166522116219,0.511062762409084,0.511294239976411,0.511286015212544,0.510170894683934,0.511453844409163,0.511732613857847,0.511350248669676,0.510509249539273,0.510262125066601,0.510735144691081,0.512128370122994
