"","BANK","BARTLETT_U.","BORDER","CHALET","CLUB_HOUSE","COASTLINE","CONSULATE","FAVELAS","HEREFORD_BASE","HOUSE","KAFE_DOSTOYEVSKY","KANAL","OREGON","PLANE","SKYSCRAPER","YACHT"
"Attacker",0.508343694230883,0.507725835551348,0.507283931622547,0.50673383606404,0.506576767482181,0.506582997059025,0.507832575607828,0.506179651291106,0.507171331114125,0.505447644885708,0.507099310123536,0.507876829129651,0.507550321694977,0.506252670325698,0.507115657548801,0.507325214811152
"Defender",0.511182769343893,0.51068643210097,0.510509274286121,0.511351494547221,0.510811825509038,0.511268076422364,0.511332793114571,0.510683096889993,0.51094186381211,0.510025918459703,0.511234963913392,0.511296421230996,0.511205848477092,0.509477324789268,0.510901499922684,0.511200772681954
