"","BOPE-CAPITAO","BOPE-CAVEIRA","G.E.O.-JACKAL","G.E.O.-MIRA","GIGN-DOC","GIGN-MONTAGNE","GIGN-RESERVE","GIGN-ROOK","GIGN-TWITCH","GSG9-BANDIT","GSG9-BLITZ","GSG9-IQ","GSG9-JAGER","GSG9-RESERVE","JTF2-BUCK","JTF2-FROST","NAVYSEAL-BLACKBEARD","NAVYSEAL-VALKYRIE","SAS-MUTE","SAS-RESERVE","SAS-SLEDGE","SAS-SMOKE","SAS-THATCHER","SAT-ECHO","SAT-HIBANA","SPETSNAZ-FUZE","SPETSNAZ-GLAZ","SPETSNAZ-KAPKAN","SPETSNAZ-RESERVE","SPETSNAZ-TACHANKA","SWAT-ASH","SWAT-CASTLE","SWAT-PULSE","SWAT-RESERVE","SWAT-THERMITE"
"BANK",0.473549706107846,0.544301752685567,0.486731462269302,0.525008683570684,0.530227649630635,0.466599597585513,0.455172413793103,0.554579673776663,0.482389730085583,0.540581321473952,0.469976359338061,0.482507288629738,0.541199551569507,0.491602067183463,0.467951525770185,0.566336633663366,0.484231274638633,0.549164612434949,0.530180118245566,0.467546754675468,0.487410600568237,0.528205722228657,0.460659624919164,0.545538178472861,0.478426791277259,0.479904845373732,0.478392317268362,0.527604976671851,0.456185567010309,0.520236920039487,0.486591619025167,0.530692658647864,0.5270337922403,0.498,0.477402597402597
"BARTLETT_U.",0.457781050564556,0.554939759036145,0.483037328512177,0.538979447200567,0.532742565334935,0.434674615002484,0.472647702407002,0.578498293515358,0.484685695958948,0.553076402974983,0.442429737080689,0.462179198559208,0.552511934530575,0.457446808510638,0.46303093864709,0.580736543909348,0.467263570229435,0.559418335901387,0.552650277106722,0.46445959104187,0.474353275846742,0.533901272027074,0.45259067357513,0.577726218097448,0.473595663146088,0.455255255255255,0.459359486031344,0.537307461492298,0.435,0.498855835240275,0.475519201763546,0.543186582809224,0.539971643581634,0.481818181818182,0.46138386448464
"BORDER",0.496547914940624,0.52387923147301,0.495930758299961,0.526556776556777,0.509971953879713,0.470574712643678,0.431761786600496,0.542723906185708,0.508508177763093,0.520525214630979,0.496517412935323,0.504289544235925,0.525399129172714,0.482513661202186,0.490474144105429,0.54325296108291,0.494458267360326,0.522310901505532,0.514575098814229,0.466181061394381,0.507892004153686,0.512817591432152,0.486621883183423,0.523809523809524,0.496068796068796,0.492222343087132,0.484169977127724,0.508101620324065,0.497757847533632,0.466298342541436,0.504853176065856,0.51695486189086,0.511366120218579,0.483928571428571,0.495693925767853
"CHALET",0.540876593099161,0.474910229260657,0.543834015195792,0.459770114942529,0.457129094412331,0.500392772977219,0.488584474885845,0.493373411668261,0.551441018766756,0.465370440970898,0.504100601421542,0.531888544891641,0.477339611536198,0.453601953601954,0.532957570064193,0.49973321950699,0.539317507418398,0.483148081749731,0.468917802560925,0.464147286821705,0.539403491755577,0.461026385862987,0.557435514638799,0.489226421759096,0.549605934167826,0.533545275158956,0.543631080701097,0.468574984443062,0.541147132169576,0.419712070874862,0.546248404648351,0.464317773788151,0.45990941363692,0.463320463320463,0.555396618985696
"CLUB_HOUSE",0.522121014964216,0.496854746473504,0.524126682071496,0.484326018808777,0.489947417259511,0.510395537525355,0.4321608040201,0.524562096667984,0.529169783096485,0.498664163477507,0.505707762557078,0.513469652710159,0.504162599758856,0.445400397088021,0.511111111111111,0.51301684532925,0.511681643132221,0.512169908843154,0.490371697268249,0.467692307692308,0.517355371900826,0.497332542975697,0.517555266579974,0.502408809359945,0.516717769017375,0.519173213617658,0.522694598480181,0.496049165935031,0.378378378378378,0.436695278969957,0.518818948734588,0.481521272024065,0.503182541486701,0.479302832244009,0.520242914979757
"COASTLINE",0.501708984375,0.511148086522463,0.516608007039155,0.496928207828682,0.502354326074161,0.486568558747956,0.482456140350877,0.532723709993468,0.519914942340721,0.506323915900131,0.479327578373467,0.516942864209745,0.512324044814708,0.462194428652644,0.510259917920657,0.529886755292959,0.515127388535032,0.505679630342703,0.501859689624214,0.443682664054848,0.513782612703973,0.499428048501487,0.5,0.523946360153257,0.514201128689055,0.505970850963799,0.518332869210062,0.489656557541675,0.485587583148559,0.490217391304348,0.515403051382475,0.485889570552147,0.494220890410959,0.465364120781528,0.505078028238791
"CONSULATE",0.486970684039088,0.535149620366235,0.497832565700352,0.521686585202095,0.523153942428035,0.454470426409904,0.422897196261682,0.544464847848898,0.503877995642702,0.519333773571062,0.473382942186606,0.485722784057109,0.52594353640416,0.46401028277635,0.491771539206196,0.552163433949271,0.472303921568627,0.540095238095238,0.527211280736511,0.460251046025105,0.486698145802142,0.517656090071648,0.49589995899959,0.528414755732802,0.49314742929573,0.490896765446446,0.486241727621038,0.516115953780661,0.466367713004484,0.469387755102041,0.499437570303712,0.524605172808423,0.519448213478064,0.472527472527473,0.495858761987794
"FAVELAS",0.553958714397701,0.474182444061962,0.546496057134355,0.466294458229942,0.44581511555278,0.512033853477916,0.496470588235294,0.483836917799182,0.558493820063237,0.471953173994844,0.530172413793103,0.544621026894866,0.469230769230769,0.477718360071301,0.557161981258367,0.487470351655151,0.537906137184116,0.476524918222051,0.469086167554058,0.475929978118162,0.555936428794017,0.455739514348786,0.543185363778187,0.487974904147787,0.550548589341693,0.547884871453447,0.549188007495315,0.459308807134894,0.447887323943662,0.408111533586819,0.557497642250865,0.431500675980171,0.452251876563803,0.47244094488189,0.5471547314578
"HEREFORD_BASE",0.474232946082812,0.52128991859737,0.479530567685589,0.535417225650657,0.511358295472348,0.474247948951686,0.508928571428571,0.551012560881825,0.499530996844888,0.535923858594533,0.458942065491184,0.48742231429417,0.530721334586466,0.495934959349593,0.487900195400571,0.558739537173806,0.493627450980392,0.535946593632318,0.530470759253047,0.451844262295082,0.486536373507058,0.507738226840593,0.490884537474679,0.532719186785261,0.491521608643457,0.479444683598795,0.484130094043887,0.524437548487199,0.478149100257069,0.45772266065389,0.494608651528606,0.510585021625313,0.507770845150312,0.436758893280632,0.488154348134487
"HOUSE",0.561804697156984,0.458442486306263,0.535956143179619,0.473087254999503,0.47178974432224,0.51900108577633,0.441704035874439,0.47908150997836,0.547423580786026,0.472030603286091,0.517359134889015,0.542664418212479,0.475303339418018,0.465163934426229,0.527816736792894,0.496202802438764,0.539313640312772,0.479559597893729,0.471265333557385,0.440621531631521,0.536158973713998,0.457739130434783,0.554245283018868,0.481689211481359,0.546861924686192,0.53820564516129,0.542718629981741,0.44724674232871,0.446700507614213,0.428134556574924,0.548365442706585,0.451756242065171,0.462443228135554,0.497287522603978,0.551812994662249
