"","BANK","BARTLETT_U.","BORDER","CHALET","CLUB_HOUSE","COASTLINE","CONSULATE","FAVELAS","HEREFORD_BASE","HOUSE","KAFE_DOSTOYEVSKY","KANAL","OREGON","PLANE","SKYSCRAPER","YACHT"
"Attacker",0.507666521289241,0.506937105269833,0.506368024526271,0.505542322200421,0.505884428895845,0.506051255815441,0.506422448825693,0.505287319816081,0.50594016545886,0.504901716844986,0.505948599021539,0.506440951229343,0.506214933448588,0.505651305871328,0.505776763206083,0.50623336601765
"Defender",0.512720327162059,0.511885562548289,0.511731301498425,0.511872386715165,0.511706185952577,0.511844679347022,0.511736939465459,0.511693945280176,0.511144471220322,0.510554470298295,0.511396628855103,0.511501638501574,0.511140256620947,0.510703267396262,0.511355883440878,0.512614837820873
