"","BANK","BARTLETT_U.","BORDER","CHALET","CLUB_HOUSE","COASTLINE","CONSULATE","FAVELAS","HEREFORD_BASE","HOUSE","KAFE_DOSTOYEVSKY","KANAL","OREGON","PLANE","SKYSCRAPER","YACHT"
"Attacker",0.506942078364566,0.507846407690376,0.506085468116097,0.505029462531992,0.506384838739892,0.505903625500996,0.50646591384358,0.505544005544006,0.505319787688834,0.504710900946453,0.506514090087805,0.505556649922847,0.505093928037779,0.505803370129762,0.505726173964732,0.506563160487549
"Defender",0.511877608651802,0.512338739896151,0.511458535637988,0.511702017410529,0.512553369034213,0.511408734303069,0.510965625048366,0.512062747295073,0.510422447665771,0.510805030511722,0.511969566739885,0.510759448622743,0.510339052699318,0.510047647040624,0.511100024943876,0.512123681726122
