"","BANK","BARTLETT_U.","BORDER","CHALET","CLUB_HOUSE","COASTLINE","CONSULATE","FAVELAS","HEREFORD_BASE","HOUSE","KAFE_DOSTOYEVSKY","KANAL","OREGON","PLANE","SKYSCRAPER","YACHT"
"Attacker",0.506714863066998,0.508014323091073,0.505858771453627,0.505004197539877,0.505728389392722,0.505834597276896,0.506568000334462,0.505335109263623,0.505560953673442,0.504530486325349,0.506317233982145,0.506627738137988,0.505675097718211,0.505556811940684,0.50546319408468,0.50653488057217
"Defender",0.511981545839467,0.512109461302291,0.512258204015102,0.511698330555289,0.51098700887199,0.511654302603263,0.512047145813913,0.51180874057673,0.511049962655765,0.510605619685065,0.512299491195004,0.511909592753945,0.510784031383049,0.510175998248618,0.510979471763628,0.512235658203908
