"","BOPE-CAPITAO","BOPE-CAVEIRA","G.E.O.-JACKAL","G.E.O.-MIRA","GIGN-DOC","GIGN-MONTAGNE","GIGN-RESERVE","GIGN-ROOK","GIGN-TWITCH","GSG9-BANDIT","GSG9-BLITZ","GSG9-IQ","GSG9-JAGER","GSG9-RESERVE","JTF2-BUCK","JTF2-FROST","NAVYSEAL-BLACKBEARD","NAVYSEAL-VALKYRIE","SAS-MUTE","SAS-RESERVE","SAS-SLEDGE","SAS-SMOKE","SAS-THATCHER","SAT-ECHO","SAT-HIBANA","SPETSNAZ-FUZE","SPETSNAZ-GLAZ","SPETSNAZ-KAPKAN","SPETSNAZ-RESERVE","SPETSNAZ-TACHANKA","SWAT-ASH","SWAT-CASTLE","SWAT-PULSE","SWAT-RESERVE","SWAT-THERMITE"
"BANK",0.484799257368299,0.539750752041255,0.487828038674033,0.527571711177052,0.532114183764496,0.461769759450172,0.4475,0.563660966908599,0.49380780686628,0.540533819628647,0.471436814772072,0.489614243323442,0.536793095616625,0.472275334608031,0.484141950968627,0.561158432708688,0.481570864414217,0.536779710426586,0.52925796812749,0.483111566018424,0.486072969792075,0.528140703517588,0.47108843537415,0.535703433606806,0.492696498956643,0.480228471001757,0.487090796788141,0.5282096069869,0.435114503816794,0.506702412868633,0.490890926187118,0.509484609878311,0.513887077845873,0.445759368836292,0.476520705369526
"BARTLETT_U.",0.466019417475728,0.554772689146116,0.47406725782165,0.559102244389027,0.544578313253012,0.436022610483042,0.456264775413712,0.582102519548219,0.476644274332136,0.558204641921792,0.443200895355344,0.454525189478377,0.566908410340391,0.48109517601043,0.462045216349753,0.571319353429445,0.450344699087013,0.554905582922824,0.551495432361407,0.476190476190476,0.466189267585207,0.541492757181439,0.432467815841152,0.562617998741347,0.468543653705062,0.460255948089402,0.455168475157053,0.530263646490902,0.501285347043702,0.510406342913776,0.472399461452906,0.537729196050776,0.547158688988446,0.470149253731343,0.458607594936709
"BORDER",0.516740202439657,0.518511486614771,0.514792899408284,0.517292344073308,0.493461477863558,0.488934113457136,0.461538461538462,0.530983733539892,0.51161657189277,0.517393581207451,0.489014084507042,0.494516971279373,0.523216939078752,0.466395112016293,0.497922658996485,0.533109807208717,0.491781130376041,0.519326923076923,0.520479520479521,0.445175438596491,0.507681278164687,0.512049659201558,0.500057743388382,0.509164969450102,0.510845295055821,0.49414976599064,0.483903934593766,0.492578339747114,0.472067039106145,0.468581687612208,0.509716928075986,0.492419767670801,0.506907545164718,0.494186046511628,0.500876056981793
"CHALET",0.540679417642021,0.485453451043339,0.549231959332523,0.470888661899898,0.473552477890873,0.506642512077295,0.474537037037037,0.490874421138654,0.548465741908365,0.477259926781188,0.497948016415869,0.535045317220544,0.483767660910518,0.491424310216257,0.527522935779816,0.511174266890583,0.517701385325808,0.487217017954723,0.467877388200714,0.417721518987342,0.536176785077819,0.464442376711418,0.550215982721382,0.491321289408431,0.544314108830238,0.532756619896614,0.524946996466431,0.453325439115848,0.439473684210526,0.436676798378926,0.546162009197029,0.470713525026624,0.474218321448162,0.428571428571429,0.552469997209043
"CLUB_HOUSE",0.506010623427453,0.5018779342723,0.52026960055506,0.503460207612457,0.490129137598338,0.4830743618202,0.479481641468682,0.518379124325681,0.532701421800948,0.500144029958231,0.495709570957096,0.503532071206556,0.504659174337832,0.458646616541353,0.513782417223944,0.519044062733383,0.515552289982856,0.50669344042838,0.507329317269076,0.463039014373717,0.530375986067001,0.492795723913549,0.506814310051107,0.484539368823717,0.520593308037254,0.519730099077554,0.511256253474152,0.482785602503912,0.434316353887399,0.442508710801394,0.527971369372763,0.486220851801889,0.486160972785177,0.505307855626327,0.512472963229993
"COASTLINE",0.522603079980129,0.50364424762432,0.530120481927711,0.49332977588047,0.494523459212032,0.474398007196236,0.458432304038005,0.525913575100736,0.530910969519545,0.502375407545412,0.489808153477218,0.518453865336658,0.51319186449216,0.456448345712357,0.502004677581022,0.521595077505621,0.515785072130462,0.503661784287617,0.508863665348808,0.449570815450644,0.517339620787897,0.492114739848504,0.510208421948107,0.507009345794392,0.525837320574163,0.514772399191608,0.512947806252516,0.483272094372462,0.4525,0.456803455723542,0.515946865173587,0.484891216760677,0.490737332842596,0.487854251012146,0.506114885731933
"CONSULATE",0.495960761684939,0.530790441176471,0.502908460046944,0.518288183830505,0.502478314745973,0.458841463414634,0.428874734607219,0.529214497613827,0.513037701378509,0.514693907765194,0.48646671543526,0.5045999442431,0.527685950413223,0.472010178117048,0.496143497757848,0.543003010865296,0.493893846876468,0.53150367220719,0.51504944039987,0.458498023715415,0.495927801012547,0.512667272963492,0.500554603206615,0.537373737373737,0.496496338870955,0.500573850092699,0.487307117969139,0.511346444780635,0.468137254901961,0.498054474708171,0.500846133819318,0.513310302783987,0.518948365703458,0.412757973733583,0.500917431192661
"FAVELAS",0.528415680816516,0.474153123164284,0.556570700095612,0.470645385149202,0.464067278287462,0.524976729754887,0.428571428571429,0.486269173676398,0.560328659462356,0.47206884187881,0.516761543327008,0.538976148923793,0.475386861313869,0.488860598345003,0.544982185273159,0.481231953801732,0.540944694991692,0.470504184527455,0.4703057624461,0.491412213740458,0.548952457695407,0.461001030809758,0.546817500340739,0.455650929899857,0.556017853090249,0.547657057000657,0.542408159017588,0.45358961721702,0.469626168224299,0.427631578947368,0.552385061013189,0.442930489731438,0.463229636143784,0.488679245283019,0.546949475691134
"HEREFORD_BASE",0.490131578947368,0.516993464052288,0.500629062696582,0.535459459459459,0.506287843502562,0.479632063074901,0.433333333333333,0.540444893832154,0.508440243079001,0.526778398510242,0.481591448931116,0.492290119931468,0.525250104834362,0.503259452411995,0.488964346349745,0.546310658098826,0.479071992346329,0.522985889849795,0.529430548163917,0.465396188565697,0.49582709180398,0.506336610209641,0.49862471118935,0.50743374272786,0.505964592356204,0.483408521303258,0.484577922077922,0.511829510565288,0.456359102244389,0.483317445185891,0.50104569364345,0.506043843474698,0.519188729657518,0.456066945606695,0.495900178253119
"HOUSE",0.528192371475954,0.472878495660559,0.542154702539719,0.47790477904779,0.46445704317488,0.529357798165138,0.438256658595642,0.489466714818827,0.550652472527473,0.473524335519503,0.516560958421424,0.537809852525886,0.483928871935828,0.487143849895761,0.537776254925475,0.496753644493446,0.531006890420093,0.48034758007477,0.478224940087596,0.457608695652174,0.534478644714865,0.463716597205197,0.547749366881791,0.487722529158993,0.547320981472208,0.531883110820652,0.53311710481393,0.461393950779636,0.470744680851064,0.430194805194805,0.54659581534374,0.458325666973321,0.46078187250996,0.481835564053537,0.542882517127633
