"","416-C_CARBINE","552_COMMANDO","556XI","6P41","9mm_C1","9x19VSN","AK-12","AR33","AUG_A2","C7E","C8-SFW","CAMRS","F2","FMG-9","G36C","G8A1","HK417","ITA12L","L85A2","M1014","M12","M249","M590A1","M870","MK17_CQB","MP5","MP5K","MP5SD","MP7","MPX","OTs-03","P90","PARA-308","PDW9","R4-C","SASG-12","SG-CQB","Shield","SPAS-12","SPAS-15","SR-25","SUPER_90","SuperNova","TYPE-89","UMP45","VECTOR_.45_ACP"
"BANK",0.534175208109179,0.478107032286599,0.48289436685725,0.458219178082192,0.569357045143639,0.524646781789639,0.484218983128658,0.473606496862311,0.495854063018242,0.496854885898186,0.476499189627229,0.458077709611452,0.499430060250773,0.522118108520375,0.491292392300642,0.45414201183432,0.457100591715976,0.49868073878628,0.485371586028041,0.493754109138725,0.534655890276757,0.422651933701657,0.50503663003663,0.488907148726376,0.475906488549618,0.555952115398914,0.526973026973027,0.535664335664336,0.533910155567209,0.539621358122662,0.48954263387727,0.521609538002981,0.487823248807432,0.487361769352291,0.488027647494446,0.491588785046729,0.471218206157965,0.474878444084279,0.527565084226646,0.533369506239826,0.448979591836735,0.5,0.515384615384615,0.498610559745931,0.518377927969632,0.532973676867268
"BARTLETT_U.",0.548073503260225,0.494287890327494,0.468567885926844,0.467906418716257,0.575508607198748,0.520175586695931,0.470944670706268,0.487113402061856,0.473357475426798,0.480099502487562,0.464566929133858,0.452025586353945,0.495289587941345,0.530252288457245,0.4887130556202,0.483162518301611,0.456889605157131,0.521634615384615,0.481015719467956,0.520216491563196,0.551374102500619,0.512953367875648,0.513404507710558,0.492424242424242,0.482224645583424,0.559917682444198,0.537139904405116,0.529735682819383,0.540769732550554,0.545340838023765,0.460781634326319,0.523701175578309,0.480132450331126,0.477369439071567,0.482721019963093,0.517305893358279,0.513392857142857,0.456315445026178,0.532457496136012,0.540808543096873,0.481146304675716,0.553770086526576,0.535230352303523,0.482287498780131,0.532759232954545,0.540671273445212
"BORDER",0.519152658876461,0.506823529411765,0.504882431060073,0.488859764089122,0.539097744360902,0.499379542634285,0.504859670197663,0.497886951928156,0.492924528301887,0.516622340425532,0.503028773346795,0.494913225613405,0.520966350301984,0.493788118364581,0.520817935452082,0.493827160493827,0.5,0.498881431767338,0.507057136387652,0.489140136864029,0.513977908086731,0.467692307692308,0.514755684567005,0.463813229571984,0.499879081015719,0.522160775827523,0.498392282958199,0.471970101441538,0.519396903015485,0.519976498237368,0.514797507788162,0.501770956316411,0.505524861878453,0.510204081632653,0.506577761758875,0.464476021314387,0.482614742698192,0.480727044813538,0.500668449197861,0.524710533747529,0.519685039370079,0.507772020725389,0.509116409537167,0.514041948098116,0.50228920259443,0.507685702018034
"CHALET",0.472716309918601,0.547115384615385,0.559388263828067,0.514965986394558,0.485508312490805,0.44984692958761,0.549245599329422,0.567644084934277,0.556156156156156,0.565908894459331,0.544689800210305,0.545766590389016,0.572716346153846,0.456385542168675,0.572422680412371,0.504604051565378,0.519405450041288,0.443864229765013,0.548536992666812,0.445787176905002,0.466621346023114,0.49685534591195,0.475870069605568,0.465989053948397,0.540677514003734,0.477728285077951,0.45237846314689,0.450940518556177,0.466914081646943,0.476962081128748,0.530299020905001,0.432692307692308,0.55952380952381,0.553677092138631,0.551670480549199,0.409626719056974,0.408812729498164,0.531422825540473,0.44822256568779,0.46063829787234,0.541139240506329,0.47008547008547,0.458703939008895,0.557175622542595,0.452902465376682,0.466011329556814
"CLUB_HOUSE",0.506188402475361,0.520652728199898,0.521739130434783,0.50487106017192,0.518989190768332,0.474726420010422,0.512680488707886,0.520031628887717,0.511945392491468,0.527518172377985,0.509685863874346,0.516916250693289,0.532834048771577,0.483289357959543,0.530138339920949,0.478346456692913,0.493197278911565,0.47008547008547,0.524561133353865,0.468157181571816,0.512332439678284,0.527508090614887,0.5,0.447069116360455,0.521008403361345,0.51006711409396,0.498024559530166,0.507645259938838,0.506173798244933,0.501643059490085,0.489500147885241,0.4853889943074,0.510253317249698,0.509481668773704,0.523851668289229,0.453870625662778,0.459785522788204,0.492803970223325,0.481081081081081,0.494544382188145,0.49748743718593,0.514563106796116,0.526627218934911,0.52506107944029,0.486728744234618,0.502793296089385
"COASTLINE",0.491821728691477,0.527807486631016,0.516570300380764,0.50599700149925,0.517995765702188,0.471153846153846,0.530826140567201,0.524276859504132,0.524382520582647,0.546854823833241,0.525987525987526,0.510290986515259,0.550767354405936,0.482026606283612,0.525614450695884,0.469387755102041,0.501103752759382,0.439873417721519,0.531445883827831,0.449471458773784,0.479833546734955,0.534246575342466,0.48391770501304,0.482364156339371,0.539982553067752,0.503726522905694,0.48868011704913,0.492517891997398,0.492339355133775,0.492792046396023,0.507755102040816,0.47808564231738,0.543075566009997,0.521472392638037,0.530674846625767,0.430521091811414,0.462264150943396,0.508522727272727,0.468861209964413,0.506961259079903,0.501930501930502,0.477564102564103,0.441275167785235,0.542164522058823,0.480544526375496,0.483147309094928
"CONSULATE",0.526833987820841,0.490724381625442,0.507233335640617,0.494655581947743,0.543475126171593,0.504509103283988,0.497726842204963,0.500218245307726,0.491730279898219,0.501156576533461,0.490105719707238,0.497432972047918,0.507480248781308,0.498853211009174,0.496962025316456,0.469352014010508,0.478367346938776,0.485254691689008,0.495657790856241,0.492382693479586,0.530438154323381,0.439024390243902,0.525637910085055,0.479096989966555,0.495207667731629,0.53737616331432,0.51684915488466,0.538725490196078,0.519830028328612,0.540452711788436,0.454361737958909,0.524275498682725,0.488365064974312,0.491000418585182,0.500043832734286,0.46530612244898,0.44923504867872,0.474597056762439,0.521084337349398,0.529311326124075,0.475409836065574,0.52588996763754,0.499332443257677,0.500475586556753,0.511850460602808,0.523000522739153
"FAVELAS",0.468996817163739,0.57099545224861,0.551626247059778,0.542978208232445,0.482882108580433,0.456207557025945,0.547432088285229,0.528054862842893,0.54493670886076,0.556499955265277,0.554400386847195,0.548992673992674,0.56727857683573,0.450669085960535,0.563956370847794,0.536723163841808,0.525235243798118,0.431297709923664,0.552450864314468,0.472718129243148,0.471592539454806,0.523917995444191,0.47412254610351,0.445420326223337,0.542574257425743,0.484653704001286,0.471615720524017,0.458563535911602,0.473519027069439,0.468408736349454,0.530648295354178,0.449442522106882,0.556492842535787,0.550476947535771,0.561138592380456,0.441515650741351,0.459429824561404,0.519054598754122,0.486127864897467,0.459634317862166,0.512820512820513,0.502596053997923,0.477737665463297,0.55808729139923,0.453031312458361,0.463696723067038
"HEREFORD_BASE",0.524984984984985,0.518609206660137,0.492511320097527,0.485731633272617,0.547136918331769,0.523700928489982,0.489646904969486,0.478315683308119,0.458563535911602,0.505967604433078,0.487021675140487,0.494705882352941,0.510552157808597,0.50376798355789,0.50571791613723,0.474088291746641,0.473517786561265,0.538934426229508,0.49237634808479,0.489245770002868,0.522191185599007,0.47752808988764,0.508244023083265,0.486101211689237,0.494120940649496,0.527874301253966,0.52056338028169,0.517866129843986,0.526324224697492,0.534758203799655,0.482545713607219,0.509819324430479,0.507406331687482,0.506984387838948,0.498955067920585,0.507002801120448,0.487241798298906,0.47076071021339,0.534791252485089,0.521618282890673,0.495738636363636,0.527251184834123,0.511389521640091,0.497427372753899,0.513634204275534,0.529896907216495
"HOUSE",0.476712638480669,0.565656565656566,0.550096587250483,0.525252525252525,0.490804597701149,0.450113576795387,0.535236302802175,0.545956607495069,0.536127167630058,0.551885907299681,0.531054131054131,0.546719681908549,0.564100244277572,0.451851851851852,0.555525013743815,0.538011695906433,0.497610921501706,0.425133689839572,0.546933218687303,0.455712451861361,0.474522292993631,0.496932515337423,0.476592829413108,0.443247721623861,0.537444933920705,0.486731438515081,0.470090041900686,0.470408163265306,0.473095635756299,0.476088252832439,0.533628203460388,0.462729124236253,0.551550712489522,0.540909090909091,0.55780373402005,0.42409402546523,0.396039603960396,0.518257645968489,0.474921630094044,0.465010351966874,0.526918671248568,0.487637362637363,0.478813559322034,0.55498945888967,0.459285779858625,0.472017908538535
