"","BANK","BARTLETT_U.","BORDER","CHALET","CLUB_HOUSE","COASTLINE","CONSULATE","FAVELAS","HEREFORD_BASE","HOUSE","KAFE_DOSTOYEVSKY","KANAL","OREGON","PLANE","SKYSCRAPER","YACHT"
"Attacker",0.507217542225797,0.508375406562552,0.507630733322923,0.505361684661111,0.506495934898541,0.506590011699327,0.507785858087843,0.5063488977878,0.507010117858098,0.506091196414625,0.506623758045367,0.507138200782269,0.506055223639593,0.506072636623832,0.50701127302722,0.507375000979156
"Defender",0.511321154515597,0.511623038215084,0.511996867658575,0.511294099213983,0.511016263038335,0.511994406704396,0.51157249044914,0.511592018054825,0.510883832052738,0.510806025987908,0.511433083300434,0.511225586956173,0.510758092126961,0.51005631536605,0.511382044505073,0.511445853658537
