"","416-C_CARBINE","552_COMMANDO","556XI","6P41","9mm_C1","9x19VSN","AK-12","AR33","AUG_A2","C7E","C8-SFW","CAMRS","F2","FMG-9","G36C","G8A1","HK417","ITA12L","L85A2","M1014","M12","M249","M590A1","M870","MK17_CQB","MP5","MP5K","MP5SD","MP7","MPX","OTs-03","P90","PARA-308","PDW9","R4-C","SASG-12","SG-CQB","Shield","SPAS-12","SPAS-15","SR-25","SUPER_90","SuperNova","TYPE-89","UMP45","VECTOR_.45_ACP"
"BANK",0.539431824524195,0.493665540540541,0.470148519720665,0.488958990536278,0.563634134379598,0.531524211894703,0.475209863588667,0.465099191770757,0.475609756097561,0.491614131081242,0.479282465891865,0.48543155579989,0.496877406108307,0.527001862197393,0.494025735294118,0.471264367816092,0.448780487804878,0.487704918032787,0.481408539467465,0.512690355329949,0.541495480690222,0.467605633802817,0.523827252419955,0.480297397769517,0.479568814239158,0.547796773416807,0.528498043052838,0.545769230769231,0.537547408343868,0.545065274151436,0.479632203571047,0.528862478777589,0.485014334115194,0.493192133131619,0.48293899887333,0.484095427435388,0.455927051671733,0.465391258137372,0.518581081081081,0.543990799309948,0.442622950819672,0.523470839260313,0.523500810372772,0.483274647887324,0.526320541760722,0.535152773657668
"BARTLETT_U.",0.556506360887672,0.498406374501992,0.46098929117797,0.461386138613861,0.576405574243152,0.529701166180758,0.466365240405823,0.458779884583677,0.452322738386308,0.477091514935142,0.465009400459578,0.433409873708381,0.48919727438923,0.538651315789474,0.476082520970302,0.469043151969981,0.433551198257081,0.515981735159817,0.472985209779656,0.510786360473208,0.55821532928748,0.460893854748603,0.520021167754454,0.461832061068702,0.464758650149509,0.554354838709677,0.545263677905397,0.55776397515528,0.5516967126193,0.556828597616865,0.474061875073521,0.541288191577209,0.464503042596349,0.472527472527473,0.479905808477237,0.478691774033697,0.50067842605156,0.46906987093903,0.545040946314832,0.545305676855895,0.416024653312789,0.592847317744154,0.525876460767947,0.471356123215627,0.537869721319884,0.539354262758518
"BORDER",0.530055309062177,0.495601173020528,0.498539872706851,0.479697178251893,0.551751487111699,0.509447289422568,0.488372093023256,0.495981918633852,0.488210818307906,0.50536137028269,0.488295105225822,0.485564304461942,0.519596767185192,0.504846360074242,0.495641646489104,0.46551724137931,0.436756756756757,0.526490066225166,0.495824053452116,0.497297297297297,0.52338177014531,0.489795918367347,0.497879109225875,0.467876039304611,0.508960573476703,0.53435444790585,0.519448492321489,0.511394712853236,0.525818349469802,0.528683796539067,0.488588457624655,0.498081023454158,0.494052799535828,0.500779220779221,0.5048350889311,0.49249530956848,0.450066577896138,0.477705112960761,0.514644351464435,0.516418835192069,0.47246891651865,0.527958387516255,0.505460218408736,0.509005947323704,0.506361093566724,0.531376401248122
"CHALET",0.468337102725866,0.564315352697095,0.562267410951621,0.550279329608939,0.486967488789238,0.450384474551446,0.546840958605665,0.567830566685747,0.525220176140913,0.557552354076934,0.550543910851685,0.522257053291536,0.562849034148128,0.45234557418807,0.538816503800217,0.526905829596413,0.530612244897959,0.434210526315789,0.547331250848839,0.467153284671533,0.466445182724253,0.51840490797546,0.475053805517511,0.448905109489051,0.541966426858513,0.477877620881472,0.462298387096774,0.486238532110092,0.465443132974006,0.473601343549911,0.543252984906511,0.431918656056587,0.536468330134357,0.567901234567901,0.556726094003241,0.432212028542304,0.452307692307692,0.533300524934383,0.464814814814815,0.47069943289225,0.477797513321492,0.437665782493369,0.504065040650406,0.558656890518247,0.453731343283582,0.461716171617162
"CLUB_HOUSE",0.501019901868901,0.526153846153846,0.522719292085118,0.517734553775744,0.521880698098463,0.472160356347439,0.52652895909275,0.534246575342466,0.503597122302158,0.51895961670089,0.512839325018342,0.524467472654001,0.530925507900677,0.487847559790006,0.51877133105802,0.496688741721854,0.502497502497502,0.509259259259259,0.523493217731786,0.489640130861505,0.504177215189873,0.543352601156069,0.479363316675921,0.464401294498382,0.524769101595298,0.503050954909264,0.49252850963429,0.500390015600624,0.496829677137235,0.496791280431904,0.522436642641246,0.496753246753247,0.509028642590286,0.52987012987013,0.526227865018376,0.455761316872428,0.46046511627907,0.503669312565523,0.483394833948339,0.497832817337461,0.468599033816425,0.5234375,0.493353028064993,0.519100962228924,0.493327807708247,0.496479324030214
"COASTLINE",0.504560502668739,0.542192046556741,0.517938420348059,0.530441400304414,0.526614915442196,0.483949613978058,0.513132295719844,0.492760180995475,0.510732790525537,0.528452959679725,0.505003849114704,0.525232403718459,0.533551392605808,0.5,0.515783540022548,0.461368653421634,0.512941176470588,0.436681222707424,0.515663069961713,0.453408110440035,0.504649548924358,0.463667820069204,0.495605967708972,0.44367417677643,0.514824797843666,0.509656550280658,0.506539509536785,0.507604562737643,0.508580658186957,0.499078947368421,0.509083880943177,0.473399014778325,0.516091281451141,0.525496511003757,0.528871999258504,0.458015267175573,0.467741935483871,0.508125314122969,0.49119170984456,0.506607929515419,0.481054365733114,0.468468468468468,0.472995090016367,0.516203460933403,0.493105134474328,0.506497779240007
"CONSULATE",0.52928616769577,0.504210526315789,0.495332390381895,0.497533908754624,0.551799824407375,0.516821146584277,0.502551020408163,0.488226059654631,0.492005813953488,0.498834818368746,0.486542984060622,0.500999333777482,0.502978572063661,0.516606727311191,0.485240807871569,0.480812641083521,0.474708171206226,0.451882845188285,0.494776632302405,0.510131532172058,0.536148275438812,0.466442953020134,0.513599364701211,0.460537021969081,0.50098452883263,0.539065764184842,0.52563829787234,0.514522821576763,0.5226062832721,0.537534655576882,0.488129154795821,0.516541685046317,0.479311486262827,0.498287671232877,0.496185191607422,0.493697478991597,0.485842026825633,0.460793963254593,0.545078577336642,0.528981086028066,0.452861952861953,0.489329268292683,0.506329113924051,0.492467860241344,0.520492158391821,0.516844602609727
"FAVELAS",0.477487658359603,0.554230550823396,0.543979933110368,0.529454022988506,0.500763146940475,0.46721743715943,0.538551265601306,0.526063319475536,0.513816280806572,0.539333014201372,0.547108208955224,0.547422680412371,0.564879246827671,0.471745500209293,0.543890715911966,0.494089834515366,0.501604278074866,0.455555555555556,0.542740632453643,0.46668802049968,0.475618793537869,0.558988764044944,0.490789473684211,0.475457875457875,0.53918791312559,0.48756795294537,0.469409172001259,0.485881207400195,0.472946045370938,0.472722874077658,0.537702404905624,0.487070792708775,0.537352177675224,0.543042452830189,0.547998953701282,0.433944069431051,0.432330827067669,0.525620424924121,0.467184191954834,0.48167701863354,0.536971830985915,0.432950191570881,0.501424501424501,0.551661730832511,0.460527525043654,0.4785600847009
"HEREFORD_BASE",0.52540415704388,0.487344913151365,0.496944463098516,0.473007712082262,0.549204830802344,0.52029826014913,0.492520138089758,0.482734806629834,0.481686247408431,0.494440631434454,0.496625843539115,0.489301801801802,0.502746534135496,0.520967741935484,0.495859717486605,0.467706013363029,0.486570247933884,0.505813953488372,0.491146255744796,0.498546042003231,0.524956722446624,0.458204334365325,0.498571881942241,0.485832757429164,0.482675906183369,0.533781114184117,0.522682649581482,0.529362061681453,0.530134581626682,0.533663174233605,0.483776132404181,0.520685332218972,0.491366252650712,0.506287588846364,0.50140565569704,0.494163424124514,0.480815347721823,0.477903851896088,0.517217146872804,0.523329129886507,0.488734835355286,0.530501089324619,0.530949105914718,0.49698219879288,0.511502864698105,0.532366708528371
"HOUSE",0.48201642594166,0.560843373493976,0.546325878594249,0.549019607843137,0.491025462640879,0.465561694290976,0.537387017255546,0.543438416422287,0.54061135371179,0.544518272425249,0.525755395683453,0.519453207150368,0.556080748399803,0.451741502308015,0.543942334349875,0.521158129175947,0.539507221750212,0.496350364963504,0.542268464645082,0.442169131588927,0.477759472817133,0.521594684385382,0.472784921613528,0.457784663051898,0.537247801345059,0.491278604576732,0.476312201772324,0.488,0.48038124391262,0.483596461762401,0.541094845989631,0.471215351812367,0.549081697276757,0.561238223418573,0.544993077988002,0.416233090530697,0.423287671232877,0.517546969159872,0.467931345980126,0.449829931972789,0.519745222929936,0.502958579881657,0.501694915254237,0.545177311144027,0.459900766801985,0.471643576198545
