"","BANK","BARTLETT_U.","BORDER","CHALET","CLUB_HOUSE","COASTLINE","CONSULATE","FAVELAS","HEREFORD_BASE","HOUSE","KAFE_DOSTOYEVSKY","KANAL","OREGON","PLANE","SKYSCRAPER","YACHT"
"Attacker",0.50688108080859,0.507757314691441,0.50552123648948,0.504764300298878,0.505488508435463,0.505890387570429,0.506429379693447,0.504520769437133,0.505620971636993,0.504413801658018,0.50561858832483,0.506110529415614,0.505772041315664,0.505991218852586,0.505005668300628,0.506476427388752
"Defender",0.511491005711144,0.512422604268159,0.511015150406207,0.512061248942768,0.511298197803624,0.512329197424219,0.511568408462641,0.511769752080295,0.509908112121775,0.510427145708583,0.511916359748129,0.511177183129611,0.511314642432077,0.510615612831448,0.511238116172996,0.512505695307067
